Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
18,Male,Caucasian,Some College,11.51002037,19,Yes,Low,No,No,No,No,1.201444582
16,Male,African American,Bachelor's,8.468776098,8,Yes,Moderate,Yes,Yes,Yes,Yes,2.901185607
15,Female,Caucasian,Some College,10.29855018,7,No,Moderate,Yes,No,No,No,2.676827394
16,Male,African American,Bachelor's,3.413548706,10,No,Moderate,Yes,No,No,No,2.297639913
15,Female,Caucasian,None,13.25812505,15,No,Moderate,No,No,No,No,1.451441021
16,Male,African American,Some College,17.05077482,6,No,High,No,Yes,No,No,2.981786874
15,Male,Caucasian,Some College,5.158790136,14,Yes,None,No,No,Yes,Yes,1.415221491
15,Female,African American,Some College,9.830284517,23,No,Low,Yes,No,No,No,0.928539344
15,Male,Caucasian,None,19.51054658,28,No,Moderate,No,No,No,Yes,0.984031783
18,Female,Caucasian,Some College,6.664834811,20,Yes,Moderate,Yes,No,No,Yes,1.382935705
16,Female,Caucasian,Some College,11.9009269,19,Yes,Moderate,No,Yes,No,No,1.863899822
16,Male,Caucasian,Some College,1.803914004,22,No,High,Yes,Yes,No,No,1.228428847
16,Female,Asian,Some College,12.12030005,16,No,High,Yes,No,Yes,No,2.137393265
15,Female,Caucasian,High School,1.792635466,5,No,Low,Yes,No,Yes,No,2.434532444
16,Male,Other,Some College,19.18470871,14,No,High,No,No,No,No,2.256488312
16,Female,Other,High School,14.31325304,7,No,Moderate,No,Yes,No,No,2.689155112
15,Male,African American,Bachelor's,15.76319576,6,Yes,Low,No,No,No,No,3.131235885
17,Male,Caucasian,Some College,14.08208722,1,Yes,Very High,No,Yes,No,No,3.770283973
15,Male,Caucasian,High School,11.79458072,29,No,High,No,Yes,No,No,0.799591198
16,Male,Asian,Higher,8.998255622,12,No,Very High,Yes,Yes,No,No,2.964668231
15,Female,Caucasian,Some College,17.1674676,29,No,Low,No,Yes,No,No,0.702760319
17,Male,Caucasian,None,19.13671335,22,No,Low,Yes,No,Yes,No,1.193617771
15,Male,African American,Some College,9.980723458,28,No,Moderate,No,Yes,No,No,0.299951906
16,Female,Asian,High School,18.63070098,5,No,High,No,Yes,No,No,3.299578873
17,Male,Asian,Bachelor's,11.6666582,28,No,Low,No,No,No,No,0.212367095
18,Male,Caucasian,Bachelor's,10.76768374,4,No,High,Yes,Yes,Yes,No,3.526125038
16,Female,African American,Higher,9.089654659,19,No,Moderate,No,Yes,No,No,1.611737954
17,Female,Caucasian,Some College,4.185755231,0,No,Moderate,Yes,Yes,No,No,3.343050864
17,Female,Caucasian,Some College,0.074393216,28,No,High,No,No,No,No,0.026468661
18,Female,Asian,Some College,4.830124537,17,No,High,Yes,No,No,No,1.63640311
15,Female,Caucasian,High School,10.19446343,14,No,None,No,No,No,No,1.709701378
15,Female,Caucasian,Some College,7.599199045,22,No,Very High,No,Yes,Yes,No,1.485111828
16,Female,Caucasian,Some College,8.96970456,9,No,Moderate,Yes,Yes,No,No,2.999409147
18,Male,Asian,None,19.61296439,2,Yes,None,Yes,No,No,No,3.51541583
15,Female,Asian,Some College,7.005447413,4,No,High,No,No,No,No,2.918139128
18,Female,African American,Bachelor's,9.043658787,23,No,Very High,Yes,Yes,No,No,1.362233599
15,Female,Asian,Bachelor's,2.670311027,28,No,High,No,No,No,No,0.20506796
17,Male,Caucasian,None,0.959154649,12,No,High,Yes,No,Yes,No,2.233239466
15,Male,Caucasian,None,15.50819029,7,Yes,High,No,Yes,No,No,3.159302938
18,Female,Caucasian,High School,11.4136635,21,Yes,Very High,No,No,Yes,No,1.994611703
17,Female,Caucasian,Bachelor's,15.21409612,20,No,None,No,No,No,Yes,0.999088544
17,Female,Caucasian,High School,2.997255978,28,No,High,Yes,Yes,No,No,0.521955726
17,Male,Other,Some College,11.43657542,1,No,High,Yes,No,No,No,3.463687549
18,Male,Caucasian,High School,5.072849487,8,No,None,No,Yes,No,No,1.987964727
16,Female,Caucasian,Some College,4.561236338,16,No,Moderate,Yes,No,No,Yes,1.681904804
16,Male,Caucasian,High School,0.230520281,26,No,Moderate,No,No,No,No,0.112635059
16,Female,Caucasian,Some College,2.606814471,17,No,High,Yes,No,No,Yes,1.907983914
18,Male,Other,High School,6.18536223,12,No,None,No,No,No,No,1.197933331
17,Male,Caucasian,Some College,2.337575212,0,Yes,High,No,No,No,No,3.215272685
16,Female,Caucasian,High School,19.71716881,11,No,Low,No,No,No,No,2.190269259
18,Female,Asian,Some College,6.17265297,19,No,Moderate,No,No,Yes,No,1.150966131
16,Female,Caucasian,Bachelor's,2.606478934,19,No,High,No,No,No,Yes,0.690151345
15,Female,Caucasian,High School,3.981646257,20,No,Moderate,Yes,No,No,No,1.519955292
16,Male,Caucasian,Bachelor's,11.75406457,4,Yes,Moderate,No,No,No,No,3.16898861
16,Male,African American,Some College,1.280870477,7,No,None,Yes,No,No,No,1.808164559
17,Male,Other,High School,17.2486826,26,Yes,High,Yes,No,No,No,1.11587873
18,Female,Asian,Some College,19.22999358,14,No,Very High,No,No,No,No,2.00330798
17,Male,Caucasian,High School,4.934948413,26,Yes,Very High,No,No,No,No,0.889714915
17,Female,Asian,Some College,9.001905372,2,Yes,High,Yes,Yes,No,No,3.984673603
17,Male,Caucasian,Some College,0.442689021,5,No,Low,Yes,No,No,No,2.325434065
17,Female,Caucasian,High School,12.81420449,27,No,Low,Yes,No,Yes,No,0.613316332
17,Female,Caucasian,Some College,8.278521161,12,Yes,Low,Yes,Yes,Yes,No,2.712229743
16,Male,Caucasian,Bachelor's,5.401169322,11,No,Moderate,No,No,Yes,No,2.096616211
17,Female,African American,Bachelor's,4.136742212,18,No,Low,Yes,No,No,No,1.18306385
17,Female,African American,Some College,13.08046155,28,No,Low,No,No,Yes,No,0.560174606
18,Male,Other,Higher,8.324340621,17,No,High,No,No,No,No,1.167425413
15,Female,African American,Some College,3.593185781,23,No,Moderate,Yes,No,No,Yes,0.923181562
16,Female,African American,High School,13.78218163,0,No,High,Yes,No,No,No,3.841286249
16,Female,Caucasian,Bachelor's,11.30144566,24,No,Very High,Yes,Yes,No,No,1.212880751
16,Male,Caucasian,Some College,17.1734411,26,No,High,No,No,Yes,No,0.96214922
17,Male,African American,Some College,2.349517978,6,Yes,High,Yes,No,No,No,2.502009134
17,Female,Caucasian,Some College,15.71333204,11,No,High,Yes,No,No,No,2.456223794
17,Male,Asian,Bachelor's,13.47033574,9,Yes,Moderate,Yes,No,No,No,2.646556961
18,Female,Caucasian,Bachelor's,2.300218737,28,Yes,None,No,No,No,No,0.381768495
15,Female,Caucasian,Some College,13.8964146,11,Yes,None,Yes,Yes,No,No,2.396139095
17,Female,Caucasian,High School,8.830945778,10,Yes,Low,No,Yes,Yes,No,2.595648863
15,Female,Caucasian,Some College,18.89969571,3,Yes,High,Yes,Yes,No,No,4
18,Female,Caucasian,Some College,2.832227012,18,Yes,Very High,Yes,No,No,No,1.419522635
16,Male,Asian,High School,12.85666782,5,No,Very High,Yes,Yes,No,No,3.432684708
17,Female,Caucasian,Some College,7.639600909,24,No,None,No,No,No,Yes,0.129306752
15,Male,African American,Some College,19.13629341,8,Yes,Very High,No,No,No,No,2.928948238
15,Male,Caucasian,High School,6.599497906,19,No,Moderate,No,No,No,No,0.947133463
17,Female,Caucasian,High School,19.24371819,9,Yes,High,No,Yes,No,No,2.999544104
16,Female,Caucasian,High School,18.02971702,4,Yes,Low,Yes,No,No,No,3.055386295
16,Male,Asian,Bachelor's,5.407664706,26,No,None,No,No,No,No,0
16,Male,Caucasian,High School,16.07083554,12,Yes,Moderate,No,Yes,No,Yes,2.745858798
18,Male,Asian,High School,19.91208404,8,No,High,Yes,No,Yes,Yes,3.214628426
15,Female,Caucasian,Some College,5.053260043,1,No,Low,No,No,Yes,No,3.415413324
15,Male,Asian,High School,8.735543386,17,No,Low,Yes,No,No,Yes,1.469389272
15,Female,Caucasian,None,10.40361473,20,No,Very High,No,No,No,No,1.552112938
18,Female,African American,High School,5.898622716,0,No,Very High,No,No,No,No,3.548459826
15,Female,African American,Some College,0.305296793,23,No,None,Yes,No,No,No,0.192625112
18,Male,Other,Some College,4.402584884,20,No,High,No,No,No,No,1.34899742
16,Female,Caucasian,High School,5.638737687,11,Yes,Moderate,No,Yes,No,No,2.143105069
17,Female,Caucasian,Some College,8.871994026,9,No,Moderate,No,Yes,No,Yes,2.471386533
15,Female,Caucasian,Higher,3.422049568,1,No,Moderate,No,Yes,No,No,3.205425334
15,Female,Asian,High School,17.46508713,27,No,Moderate,Yes,No,No,No,0.454114438
16,Female,African American,High School,14.09822265,8,Yes,Moderate,Yes,No,No,No,2.809833207
17,Male,Asian,High School,1.704009551,1,Yes,Moderate,No,No,No,No,2.997505608
18,Female,Caucasian,Some College,13.00184902,22,No,Moderate,Yes,Yes,No,Yes,1.176189034
17,Female,Caucasian,Some College,13.07312953,23,No,High,Yes,Yes,Yes,No,1.668924546
16,Male,Caucasian,High School,19.12442347,29,Yes,High,Yes,Yes,No,No,1.623004075
16,Female,Other,Some College,0.060417427,21,No,Moderate,No,No,No,Yes,0.517793128
17,Male,African American,None,4.958648996,13,No,Low,Yes,No,No,No,1.946100698
18,Female,Other,Some College,18.55582959,10,No,High,No,Yes,No,No,2.815003048
18,Male,Caucasian,Some College,18.64267831,22,No,High,Yes,No,No,No,1.248182567
15,Male,African American,High School,14.41172839,10,Yes,High,Yes,No,No,No,2.759014343
18,Female,African American,Some College,15.31526642,16,No,Moderate,No,Yes,No,No,1.921294208
17,Female,Caucasian,High School,1.829659159,3,No,Low,No,No,No,No,2.732290676
16,Female,Asian,Some College,10.2775167,12,No,High,No,No,No,No,2.228608619
15,Male,Other,None,4.631659826,6,Yes,Moderate,No,No,Yes,No,2.611688473
15,Male,Asian,Bachelor's,3.624360872,15,Yes,Very High,No,No,Yes,No,2.197776727
16,Male,Asian,High School,16.20606598,0,Yes,High,Yes,No,No,No,3.335506793
18,Female,Caucasian,Bachelor's,2.700762734,12,No,Low,No,No,No,No,1.721597963
16,Male,Caucasian,High School,9.37303274,0,No,Moderate,No,Yes,Yes,Yes,3.287973198
18,Male,Other,Some College,18.77156479,10,Yes,High,No,No,No,No,2.561964557
16,Female,Caucasian,High School,3.716641111,5,No,Moderate,No,No,No,No,2.358571866
17,Male,Asian,Bachelor's,19.55986847,19,Yes,Moderate,No,No,No,No,1.497673654
18,Male,Asian,High School,19.88575972,2,No,High,Yes,No,No,No,3.517237129
17,Female,African American,High School,11.11234309,11,No,High,No,No,No,No,2.40408982
15,Male,Other,Some College,3.402854804,4,No,Low,Yes,Yes,Yes,Yes,2.517228982
16,Female,Caucasian,None,6.322097759,8,Yes,Moderate,No,No,No,No,2.435244282
15,Female,Caucasian,High School,8.489856654,25,Yes,Very High,Yes,No,No,No,1.283227506
15,Female,Caucasian,Bachelor's,6.186484487,25,No,Very High,No,Yes,No,No,1.099434304
15,Female,Caucasian,Higher,5.612711598,11,No,High,Yes,No,No,No,2.191196795
15,Female,Caucasian,High School,19.44459418,29,Yes,Very High,Yes,No,Yes,No,1.584478764
16,Male,Caucasian,Bachelor's,3.067296548,29,No,Moderate,Yes,No,No,No,0.475730833
15,Male,Asian,Some College,14.66655817,27,Yes,Moderate,Yes,No,No,No,1.207268546
16,Female,Other,High School,0.008205789,26,No,Moderate,Yes,No,No,No,0.264924163
16,Female,Caucasian,Some College,11.92365339,9,No,Low,Yes,No,No,No,2.70665962
17,Male,Caucasian,Some College,18.31886008,18,No,Moderate,Yes,No,No,No,1.530427889
18,Female,Other,Higher,5.758681882,4,No,Moderate,Yes,Yes,No,Yes,3.127452528
18,Female,Caucasian,High School,3.710519505,25,No,High,Yes,No,No,No,1.003614146
16,Female,Caucasian,Some College,13.0335959,4,No,High,No,No,No,Yes,3.369218605
17,Male,Caucasian,None,14.25202815,8,No,High,No,No,No,No,2.791386108
16,Male,African American,High School,13.76061038,26,No,Moderate,Yes,No,No,No,0.673525946
16,Female,Caucasian,None,6.3863376,27,No,Low,No,No,No,No,0.337554141
16,Female,Other,Higher,5.044048043,25,Yes,Moderate,Yes,No,No,No,0.886889416
17,Male,Caucasian,Bachelor's,19.118376,26,No,High,No,Yes,Yes,No,1.506662773
18,Male,African American,Some College,18.46599017,19,No,Low,No,Yes,Yes,No,1.705199389
17,Female,Caucasian,Some College,9.146332198,16,No,Moderate,Yes,No,No,Yes,1.972791414
15,Female,Caucasian,High School,16.92387732,9,No,Moderate,No,Yes,No,No,2.626082829
17,Male,African American,High School,9.046469553,20,Yes,High,No,No,No,No,1.671968653
17,Male,Asian,High School,8.487780361,0,No,High,No,No,No,No,3.093760925
17,Male,Asian,High School,3.135258952,21,Yes,High,No,Yes,No,Yes,1.64337376
17,Female,African American,Some College,8.52812113,27,No,Moderate,Yes,Yes,No,No,0.339206699
18,Male,Other,Some College,10.74833877,15,No,Moderate,No,No,Yes,Yes,1.926359068
15,Female,Asian,None,0.450086549,25,No,Low,Yes,No,No,No,0.449906208
18,Male,Asian,None,8.882260104,25,Yes,Low,No,No,No,No,0.709570839
18,Male,Caucasian,High School,15.62712437,14,Yes,Low,Yes,No,No,Yes,1.748279682
17,Male,Caucasian,Some College,13.60092113,22,No,Low,No,Yes,No,No,0.972168258
16,Male,Caucasian,Bachelor's,12.70313978,16,Yes,Low,No,No,No,Yes,1.934935784
16,Female,African American,Some College,18.19110857,25,No,Low,No,No,Yes,No,0.690347884
18,Female,Caucasian,Bachelor's,0.360640197,19,Yes,Low,No,No,No,No,0.730366159
18,Male,Caucasian,Some College,11.14095172,24,No,High,No,No,No,Yes,0.682265165
17,Female,Asian,High School,15.74697697,12,No,Very High,Yes,Yes,No,No,3.023482483
18,Male,Asian,High School,10.82670765,0,No,High,No,Yes,Yes,No,3.729652301
17,Male,Other,Bachelor's,6.477911052,24,Yes,None,No,No,No,No,0.841963225
16,Male,Caucasian,Some College,2.725011302,7,Yes,Moderate,No,No,No,No,2.584174279
16,Male,African American,High School,17.75126144,4,Yes,High,Yes,No,No,No,3.372126043
15,Female,Caucasian,Some College,9.415247848,5,Yes,Low,No,No,No,No,3.060805402
16,Male,Caucasian,Some College,17.56230394,22,No,High,No,No,No,No,1.168052
18,Male,Caucasian,Some College,11.71704245,19,Yes,Moderate,No,No,No,No,1.349256122
16,Female,Caucasian,Bachelor's,13.48384233,29,Yes,Very High,Yes,No,No,No,1.117964826
17,Male,Caucasian,Some College,16.08522309,13,No,High,Yes,No,Yes,No,2.578667734
16,Male,Asian,Some College,13.18311089,21,No,High,No,Yes,No,No,1.625551955
15,Male,Caucasian,None,7.961096814,22,No,High,No,No,No,Yes,0.934016396
16,Female,Asian,None,10.27266768,10,Yes,Low,No,Yes,No,Yes,2.70263834
17,Male,African American,High School,16.06091049,5,Yes,Low,Yes,No,No,No,2.964009263
17,Female,Caucasian,None,7.473005927,10,Yes,Moderate,No,Yes,No,No,2.267458132
18,Male,Caucasian,Some College,7.762429135,12,Yes,Low,Yes,No,No,No,1.753623068
16,Male,Caucasian,Some College,1.913802321,11,Yes,Low,No,Yes,No,No,2.023234082
17,Female,African American,High School,18.2916887,21,Yes,Moderate,No,No,No,No,1.678012532
15,Male,Caucasian,Bachelor's,1.820726299,1,Yes,High,No,Yes,Yes,No,3.659836405
18,Male,Caucasian,High School,12.96418355,20,No,None,Yes,Yes,No,No,1.362744369
15,Female,Caucasian,High School,8.263889576,2,No,Low,Yes,No,No,No,2.813805768
16,Female,African American,High School,8.112387805,22,No,Moderate,Yes,No,No,No,1.302711984
16,Female,Other,High School,13.59103673,3,Yes,Moderate,No,Yes,No,Yes,3.383911479
16,Female,Caucasian,High School,1.341874653,16,No,Low,No,Yes,No,No,1.378751308
18,Female,Asian,Some College,11.87411566,27,No,Very High,No,Yes,No,No,0.731486867
17,Male,African American,Some College,15.44063572,27,No,Moderate,No,Yes,No,No,0.400569479
18,Female,Other,Higher,16.56425516,21,No,Moderate,No,Yes,Yes,No,1.729073167
15,Male,Asian,None,3.410607788,5,No,None,No,No,No,No,2.615653765
18,Male,African American,High School,17.948381,6,No,Moderate,No,No,Yes,Yes,2.986942737
15,Male,African American,None,13.12292184,14,No,High,No,No,No,No,2.126988971
18,Female,Asian,Some College,17.63709602,10,No,Low,Yes,No,Yes,No,2.70811104
17,Female,Caucasian,None,9.705614342,23,No,Moderate,No,No,No,No,0.815777369
15,Male,Caucasian,Bachelor's,10.8406669,2,No,None,Yes,No,No,No,2.524423895
16,Female,Caucasian,Some College,18.38076554,29,No,Very High,No,No,No,No,0.908238604
16,Female,Asian,Some College,17.99819087,5,No,None,Yes,No,No,No,3.055690207
18,Female,Asian,Some College,8.963217467,25,No,High,No,No,No,Yes,0.837946898
16,Female,Caucasian,High School,5.488252633,1,No,Moderate,No,No,No,No,2.833576111
15,Male,African American,High School,7.863408691,28,Yes,Moderate,Yes,No,No,No,0.785213568
16,Male,Caucasian,High School,7.755286571,13,No,High,No,No,No,Yes,1.885614785
17,Female,Caucasian,Some College,5.7373375,8,No,Low,Yes,Yes,No,No,2.701230508
17,Male,Other,High School,5.371592087,17,No,Moderate,Yes,No,No,No,1.521915901
18,Female,Caucasian,High School,17.22125873,18,No,Moderate,No,Yes,No,No,1.879725987
15,Female,Caucasian,Higher,1.397238414,11,No,None,Yes,No,Yes,No,2.037348017
17,Male,African American,None,13.55222364,12,No,High,Yes,No,No,No,2.520673675
17,Male,Asian,Bachelor's,3.456401029,25,No,None,No,No,No,No,0.136165908
15,Male,Caucasian,Some College,6.890117868,11,No,High,Yes,No,No,No,1.974655245
16,Female,African American,High School,1.230860683,11,No,Moderate,Yes,No,Yes,No,2.194980372
16,Male,African American,High School,5.399472737,17,Yes,Low,No,No,Yes,No,1.717995924
18,Female,Caucasian,High School,15.36842142,8,No,High,No,Yes,No,No,2.510328721
16,Male,Caucasian,Some College,17.70030649,16,Yes,Moderate,No,Yes,Yes,No,2.434950557
15,Male,African American,Some College,4.430543038,20,No,Moderate,Yes,Yes,No,No,1.355053462
17,Female,Caucasian,Some College,9.270956785,15,No,Moderate,Yes,Yes,No,Yes,1.545255105
16,Female,Other,Bachelor's,9.406480959,16,No,Low,Yes,No,No,Yes,1.619030513
18,Female,Asian,Some College,17.47150612,20,Yes,High,No,No,No,No,2.020741652
16,Female,Other,High School,15.25598106,23,No,Moderate,No,No,No,Yes,0.983576997
15,Female,Caucasian,High School,10.26154437,7,No,Low,Yes,No,No,Yes,2.062468267
18,Female,Other,Bachelor's,13.41494401,10,No,High,No,Yes,No,No,2.644194209
16,Female,Caucasian,High School,16.94710108,23,No,None,Yes,Yes,No,No,1.347863829
18,Female,Caucasian,None,0.190779081,1,Yes,Low,Yes,Yes,No,No,3.055253982
15,Male,Caucasian,Some College,8.057800621,7,No,Moderate,No,Yes,No,No,2.513692715
17,Female,Caucasian,Some College,18.14486335,11,No,High,No,No,No,No,2.340371914
15,Female,African American,Bachelor's,14.80626062,20,No,Very High,No,No,No,No,1.582093266
15,Male,Caucasian,Some College,10.85682749,0,No,High,Yes,No,Yes,No,3.565524163
15,Female,Caucasian,None,10.59289054,22,No,Moderate,Yes,Yes,No,No,1.60147255
15,Male,African American,Bachelor's,6.955401952,12,No,High,Yes,Yes,No,No,2.637266429
17,Male,Caucasian,High School,10.41041067,21,No,Moderate,No,No,No,Yes,0.905209948
17,Female,African American,High School,13.10766399,20,Yes,Low,No,No,No,No,1.576756471
18,Male,Caucasian,Some College,8.367260769,16,No,Very High,Yes,No,Yes,No,1.785051808
16,Female,Asian,None,14.28306293,13,Yes,Low,No,No,No,No,1.880065093
17,Male,Asian,Some College,17.22464455,13,No,Moderate,Yes,Yes,No,No,2.555223105
17,Male,Caucasian,High School,3.093696964,15,No,High,No,No,No,No,1.574306088
16,Male,Caucasian,Some College,9.030940456,16,No,High,No,No,Yes,No,1.813846622
17,Female,Caucasian,High School,8.160401826,5,Yes,None,No,No,No,No,2.584468263
15,Female,Asian,Some College,13.74929608,25,No,None,No,Yes,No,Yes,0.529798609
15,Male,Caucasian,Bachelor's,4.997349305,27,No,Moderate,Yes,No,No,No,0.714651286
16,Male,Caucasian,High School,12.8050183,6,No,Moderate,No,No,No,Yes,2.737474166
18,Female,Caucasian,High School,17.54978483,25,Yes,Moderate,Yes,No,No,No,1.270529562
18,Female,Caucasian,High School,8.362631996,25,No,Moderate,No,No,No,No,0.750888043
16,Male,Caucasian,High School,18.220314,0,No,Very High,No,No,No,No,3.752639353
16,Male,Asian,Some College,19.86327478,24,No,Low,No,Yes,Yes,No,1.162257801
15,Female,Caucasian,Some College,2.121840999,14,Yes,Moderate,No,Yes,No,No,1.871465901
18,Female,Caucasian,High School,4.66106376,19,Yes,Moderate,No,No,No,No,1.074937389
17,Female,Asian,High School,19.00759503,20,No,Low,Yes,No,No,No,1.312772414
15,Female,Asian,High School,19.16655373,17,No,Low,No,Yes,No,No,1.702881675
16,Female,Caucasian,Some College,1.954145508,29,Yes,Very High,No,No,No,No,0.540375157
18,Male,Caucasian,High School,0.299970008,27,Yes,High,No,No,No,No,0.341822388
17,Female,Caucasian,Higher,3.222000465,25,No,Low,No,No,No,Yes,0.269720862
17,Male,Other,Some College,19.92025567,12,Yes,High,No,No,No,No,2.504167767
15,Female,Caucasian,High School,3.599992332,23,No,Low,Yes,No,No,No,0.530358189
18,Male,Other,Some College,10.05095213,29,No,High,No,Yes,Yes,No,0.82010553
18,Female,African American,Bachelor's,16.96835453,1,Yes,None,No,Yes,No,No,3.408489771
16,Female,African American,Some College,0.408032214,18,No,High,Yes,No,No,No,1.350329806
18,Male,Caucasian,High School,12.08977965,14,Yes,None,No,Yes,No,Yes,2.029736582
18,Male,Caucasian,High School,5.540508977,11,No,Moderate,No,No,Yes,No,1.774531103
15,Female,Caucasian,Bachelor's,17.24669833,14,No,High,No,No,Yes,No,1.991909949
18,Female,Caucasian,Some College,5.669222985,24,Yes,Low,No,No,Yes,No,0.754035723
17,Female,African American,Some College,13.73511441,17,No,Moderate,No,No,No,No,1.491382129
15,Female,Other,Bachelor's,13.48439265,13,No,None,Yes,Yes,No,No,2.157391833
15,Female,African American,Bachelor's,4.429870977,5,Yes,High,Yes,Yes,No,Yes,3.107348401
16,Male,Asian,Bachelor's,0.695983997,11,No,Moderate,Yes,Yes,No,No,1.999571861
18,Male,Caucasian,None,8.184991476,19,No,Moderate,No,No,No,Yes,1.363340948
16,Female,Caucasian,Some College,5.783863039,22,Yes,Very High,Yes,No,No,No,1.306868039
17,Male,Caucasian,Some College,16.17955499,29,No,Moderate,No,No,No,No,0.588555623
15,Male,African American,Some College,16.00728377,29,Yes,None,No,Yes,Yes,No,0.681956139
15,Male,Other,Some College,9.140479044,5,Yes,High,No,No,No,No,2.818581824
15,Female,African American,High School,12.13024451,25,No,High,No,No,Yes,No,0.744692833
17,Male,Caucasian,Some College,12.08519032,29,No,Very High,Yes,No,No,Yes,0.725192946
17,Female,Caucasian,Some College,16.54316297,8,Yes,Low,Yes,No,No,No,2.92682044
16,Male,African American,None,8.500048282,29,No,Moderate,Yes,Yes,No,No,0.552257573
16,Female,Caucasian,Some College,5.508933596,24,No,High,Yes,Yes,No,No,1.298729107
16,Male,Asian,High School,5.300698363,25,No,High,Yes,Yes,No,Yes,1.186737828
18,Female,Asian,High School,10.72384559,3,No,High,No,Yes,No,Yes,3.332788588
15,Female,African American,None,8.982964055,16,No,Low,No,No,No,No,1.489067021
15,Male,Caucasian,Some College,8.80241542,1,Yes,Low,Yes,No,Yes,No,3.307378114
16,Female,Caucasian,Some College,1.822746782,15,Yes,Low,No,No,No,No,1.610940683
15,Female,Caucasian,Some College,14.37207481,23,No,Very High,Yes,Yes,No,No,2.057378501
16,Female,Caucasian,Some College,4.27473376,13,No,Low,No,No,No,No,1.673711404
18,Female,Caucasian,Bachelor's,3.939072604,25,No,Moderate,No,No,Yes,No,0.490630062
18,Female,African American,High School,8.255166406,7,No,Moderate,No,No,No,Yes,2.231656972
17,Female,African American,High School,4.555566832,13,Yes,Moderate,Yes,No,Yes,No,2.259451154
18,Female,Caucasian,Bachelor's,11.67716535,1,Yes,Moderate,No,No,No,No,3.45446246
16,Female,Caucasian,High School,7.429266787,15,Yes,High,Yes,No,No,No,2.15861017
18,Male,Caucasian,Higher,8.978234452,3,No,Moderate,No,Yes,No,No,2.747908443
17,Male,Caucasian,Bachelor's,10.74338643,0,No,Low,Yes,No,No,Yes,3.32390296
15,Female,Asian,Some College,4.07071045,22,No,Moderate,No,No,No,No,0.909763533
16,Female,Caucasian,Higher,3.115032457,19,No,High,No,Yes,No,No,1.1678958
15,Male,Caucasian,None,17.60843806,26,No,Very High,No,No,No,No,1.220417976
17,Male,Caucasian,High School,8.674474057,13,Yes,High,No,No,Yes,No,2.334525644
17,Male,Asian,Some College,8.241872193,7,Yes,High,No,No,No,No,2.844732262
17,Female,African American,High School,0.712243005,24,Yes,Moderate,Yes,No,No,No,0.972247738
15,Male,Caucasian,Bachelor's,9.959526052,27,Yes,High,No,No,No,Yes,0.856397043
15,Female,African American,None,11.08339443,24,No,Very High,No,No,No,No,0.952675033
15,Female,Asian,Some College,11.17681742,2,No,Moderate,No,Yes,No,No,3.235302581
15,Male,Other,Some College,14.14062339,4,No,None,No,No,No,No,2.533432396
17,Female,Caucasian,Some College,3.5496367,5,No,Very High,No,No,No,No,2.772388537
17,Female,Asian,High School,5.044462685,21,No,High,No,No,No,No,0.946767905
16,Female,Other,High School,16.2146093,25,Yes,Moderate,No,Yes,No,No,1.315464371
16,Female,Other,Bachelor's,18.94341234,7,No,Very High,No,Yes,Yes,No,3.318208029
15,Male,African American,High School,2.718654947,5,No,Moderate,No,No,Yes,No,2.33110892
18,Male,African American,Bachelor's,9.95299109,5,No,Moderate,Yes,No,No,No,2.905973098
18,Female,Caucasian,Some College,4.283525055,3,No,High,No,Yes,Yes,No,3.344575198
17,Female,Asian,Some College,1.201463367,6,No,Low,No,No,No,No,2.168178925
17,Male,African American,Some College,6.510066763,29,No,High,No,No,No,Yes,0.211194223
17,Female,African American,High School,2.873752504,29,No,Low,No,No,No,No,0
16,Male,Caucasian,Some College,14.19866147,23,Yes,Low,No,No,No,No,0.893986013
16,Female,Asian,Bachelor's,10.67450827,18,No,Moderate,Yes,No,Yes,No,1.830793245
17,Female,Asian,Some College,2.87668942,6,No,Moderate,No,No,No,No,2.465117414
17,Male,Caucasian,Higher,0.184831768,2,No,Low,Yes,No,No,No,2.650522344
17,Male,Asian,Some College,16.16314098,7,Yes,Very High,No,No,No,No,3.161961511
18,Male,African American,High School,3.523888123,0,No,Moderate,Yes,No,No,No,2.905702974
16,Male,Asian,High School,12.12433284,0,Yes,Low,Yes,No,Yes,No,3.732684701
18,Female,Caucasian,Higher,6.738438262,13,Yes,Moderate,No,Yes,No,No,2.109686328
18,Male,Caucasian,High School,11.70971877,5,Yes,High,No,No,No,No,2.546634578
17,Female,Other,Bachelor's,6.31307254,9,No,Moderate,No,No,No,Yes,2.115603969
17,Male,Caucasian,Bachelor's,1.738791214,24,No,Low,Yes,No,No,No,0.48378939
15,Male,Asian,High School,4.459000171,27,No,Low,No,No,No,No,0
15,Female,Caucasian,None,3.76117133,13,No,Moderate,No,No,No,No,1.811155481
18,Male,African American,Some College,8.560387049,3,No,Moderate,No,No,No,Yes,2.674162551
16,Male,Caucasian,High School,13.16567567,5,Yes,High,No,No,Yes,No,3.102745561
17,Male,African American,Some College,5.276121499,15,Yes,Very High,Yes,No,No,No,2.432896398
17,Male,Caucasian,Some College,0.241398706,27,No,Low,Yes,Yes,Yes,No,0.591872336
18,Female,Caucasian,Some College,10.37874729,20,No,High,No,Yes,Yes,Yes,1.419798985
